Order Id,Order Date,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub Category,Product Id,cost price,List Price,Quantity,Discount Percent,total buying,total profit,total sell
5541,6/25/2022 0:00,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,OFF-BI-10003274,0,0,2,5,0,0,0
5542,12/4/2022 0:00,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Supplies,OFF-SU-10000381,20,20,3,2,60,-0.4,60
5543,9/3/2022 0:00,Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Furniture,Tables,FUR-TA-10001086,430,460,6,5,2580,157,2760
5544,11/7/2023 0:00,Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,OFF-BI-10000174,10,10,6,5,60,-0.5,60
5545,3/10/2022 0:00,Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,OFF-BI-10002103,10,10,2,4,20,-0.4,20
5546,10/11/2022 0:00,Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Office Supplies,Storage,OFF-ST-10001590,60,70,5,5,300,46.5,350
5547,1/27/2022 0:00,First Class,Consumer,United States,Draper,Utah,84020,West,Furniture,Furnishings,FUR-FU-10002396,30,30,2,4,60,-1.2,60
5548,11/7/2022 0:00,First Class,Consumer,United States,Draper,Utah,84020,West,Technology,Phones,TEC-PH-10002807,110,130,4,3,440,76.1,520
5549,8/22/2023 0:00,First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Appliances,OFF-AP-10004859,40,40,3,3,120,-1.2,120
5550,1/6/2023 0:00,First Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,TEC-AC-10003447,120,140,7,5,840,133,980
5551,9/9/2022 0:00,Standard Class,Corporate,United States,Houston,Texas,77036,Central,Office Supplies,Art,OFF-AR-10003183,0,0,1,5,0,0,0
5552,5/23/2023 0:00,Standard Class,Corporate,United States,Houston,Texas,77036,Central,Office Supplies,Supplies,OFF-SU-10000432,20,20,6,4,120,-0.8,120
5553,5/22/2023 0:00,Standard Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Accessories,TEC-AC-10003832,70,80,3,2,210,28.4,240
5554,12/2/2023 0:00,Standard Class,Corporate,United States,Houston,Texas,77036,Central,Office Supplies,Paper,OFF-PA-10004100,30,40,7,5,210,68,280
5555,9/27/2023 0:00,Standard Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,Bookcases,FUR-BO-10004467,60,70,1,4,60,7.2,70
5556,11/13/2023 0:00,Second Class,Corporate,United States,Montgomery,Alabama,36116,South,Furniture,Furnishings,FUR-FU-10002963,10,10,2,4,20,-0.4,20
5557,9/8/2023 0:00,Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Furniture,Furnishings,FUR-FU-10003829,10,10,2,5,20,-0.5,20
5558,6/22/2023 0:00,Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Art,OFF-AR-10003582,60,60,2,5,120,-3,120
5559,8/12/2022 0:00,Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Paper,OFF-PA-10000048,10,10,1,3,10,-0.3,10
5560,2/17/2023 0:00,Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Storage,OFF-ST-10000078,1090,1330,5,3,5450,1160.1,6650
5561,2/10/2023 0:00,Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Labels,OFF-LA-10004853,10,10,3,2,30,-0.2,30
5562,8/28/2023 0:00,Second Class,Corporate,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,OFF-BI-10001153,20,30,1,2,20,9.4,30
5563,12/12/2022 0:00,Second Class,Corporate,United States,Atlanta,Georgia,30318,South,Technology,Copiers,TEC-CO-10001449,2460,3000,5,4,12300,2580,15000
5564,11/23/2023 0:00,Second Class,Corporate,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,OFF-BI-10000474,60,60,4,4,240,-2.4,240
5565,3/24/2023 0:00,Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,OFF-AR-10000799,20,20,4,4,80,-0.8,80
5566,5/17/2022 0:00,Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Machines,TEC-MA-10002109,170,210,2,3,340,73.7,420
5567,2/6/2022 0:00,Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,OFF-AR-10003338,30,30,5,2,150,-0.6,150
5568,5/16/2023 0:00,Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Furniture,Chairs,FUR-CH-10003606,80,90,1,5,80,5.5,90
5569,11/1/2023 0:00,Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Copiers,TEC-CO-10001449,830,960,2,5,1660,212,1920
5570,12/17/2022 0:00,Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,OFF-PA-10001934,20,20,3,2,60,-0.4,60
5571,10/17/2023 0:00,Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Phones,TEC-PH-10001527,30,30,1,2,30,-0.6,30
5572,9/6/2023 0:00,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,OFF-PA-10001033,90,100,3,3,270,27,300
5573,10/24/2022 0:00,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,OFF-BI-10003719,30,30,4,4,120,-1.2,120
5574,2/8/2022 0:00,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,OFF-PA-10003036,20,20,3,4,60,-0.8,60
5575,12/29/2022 0:00,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Phones,TEC-PH-10001870,40,40,1,4,40,-1.6,40
5576,10/31/2023 0:00,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Phones,TEC-PH-10001809,170,180,2,2,340,16.4,360
5577,4/26/2022 0:00,Standard Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Furnishings,FUR-FU-10004864,320,380,6,3,1920,348.6,2280
5578,4/16/2022 0:00,Standard Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Appliances,OFF-AP-10002350,50,60,3,3,150,28.2,180
5579,5/11/2022 0:00,Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Art,OFF-AR-10003829,10,10,2,2,20,-0.2,20
5580,7/8/2022 0:00,Second Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,FUR-CH-10003833,220,240,5,4,1100,90.4,1200
5581,7/22/2023 0:00,Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,OFF-PA-10000143,50,50,9,5,450,-2.5,450
5582,11/4/2022 0:00,Standard Class,Home Office,United States,Clinton,Maryland,20735,East,Furniture,Furnishings,FUR-FU-10000076,20,20,1,3,20,-0.6,20
5583,2/16/2023 0:00,Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Art,OFF-AR-10000462,10,10,5,2,50,-0.2,50
5584,5/6/2022 0:00,Second Class,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,FUR-FU-10003829,10,10,2,3,20,-0.3,20
5585,2/5/2023 0:00,Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10002182,60,80,4,3,240,77.6,320
5586,10/14/2022 0:00,Standard Class,Home Office,United States,New York City,New York,10011,East,Technology,Phones,TEC-PH-10001468,450,550,3,5,1350,272.5,1650
5587,10/13/2023 0:00,Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10001809,220,270,3,5,660,136.5,810
5588,1/6/2022 0:00,First Class,Consumer,United States,Lancaster,California,93534,West,Office Supplies,Fasteners,OFF-FA-10001561,10,10,5,2,50,-0.2,50
5589,3/5/2023 0:00,Standard Class,Home Office,United States,Great Falls,Montana,59405,West,Office Supplies,Binders,OFF-BI-10001759,10,10,2,3,20,-0.3,20
5590,4/21/2023 0:00,Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,OFF-ST-10000615,20,30,3,2,60,29.4,90
5591,1/13/2022 0:00,Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,OFF-ST-10003816,300,350,2,3,600,89.5,700
5592,3/14/2023 0:00,Second Class,Corporate,United States,Lakewood,New Jersey,8701,East,Furniture,Chairs,FUR-CH-10002880,220,250,2,5,440,47.5,500
5593,3/5/2022 0:00,Second Class,Corporate,United States,Lakewood,New Jersey,8701,East,Office Supplies,Binders,OFF-BI-10004738,20,20,1,2,20,-0.4,20
5594,10/12/2023 0:00,Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Binders,OFF-BI-10003984,50,60,7,3,350,68.2,420
5595,8/23/2023 0:00,Same Day,Corporate,United States,Lawrence,Massachusetts,1841,East,Technology,Phones,TEC-PH-10000984,320,390,2,3,640,128.3,780
5596,7/24/2023 0:00,Same Day,Corporate,United States,Lawrence,Massachusetts,1841,East,Technology,Phones,TEC-PH-10001944,390,440,3,3,1170,136.8,1320
5597,4/24/2023 0:00,Standard Class,Consumer,United States,Concord,New Hampshire,3301,East,Office Supplies,Binders,OFF-BI-10002735,70,70,2,4,140,-2.8,140
5598,8/14/2023 0:00,Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Supplies,OFF-SU-10001165,30,30,3,2,90,-0.6,90
5599,4/4/2022 0:00,Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,OFF-AR-10000614,10,10,3,4,30,-0.4,30
5600,4/2/2023 0:00,Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Art,OFF-AR-10004010,60,60,2,4,120,-2.4,120
5601,4/28/2022 0:00,Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Envelopes,OFF-EN-10004030,10,10,5,5,50,-0.5,50
5602,11/3/2022 0:00,Same Day,Consumer,United States,Columbus,Ohio,43229,East,Technology,Accessories,TEC-AC-10003023,130,140,3,2,390,27.2,420
5603,4/4/2022 0:00,Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Storage,OFF-ST-10003572,10,10,1,2,10,-0.2,10
5604,7/18/2022 0:00,Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,OFF-PA-10004353,70,80,5,4,350,46.8,400
5605,9/12/2022 0:00,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,OFF-BI-10003718,510,590,6,2,3060,468.2,3540
5606,3/25/2022 0:00,Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Furniture,Furnishings,FUR-FU-10001546,20,20,2,2,40,-0.4,40
5607,6/29/2023 0:00,Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Furniture,Chairs,FUR-CH-10002880,90,100,1,5,90,5,100
5608,12/22/2023 0:00,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,OFF-AR-10001547,10,10,5,5,50,-0.5,50
5609,7/24/2023 0:00,Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Appliances,OFF-AP-10001626,10,10,2,4,20,-0.4,20
5610,7/29/2022 0:00,Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Technology,Accessories,TEC-AC-10003033,620,660,2,4,1240,53.6,1320
5611,2/17/2023 0:00,First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Technology,Accessories,TEC-AC-10002323,40,50,3,5,120,27.5,150
5612,5/11/2022 0:00,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Technology,Accessories,TEC-AC-10002049,720,840,2,5,1440,198,1680
5613,4/30/2022 0:00,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Technology,Accessories,TEC-AC-10002253,1400,1500,9,4,12600,840,13500
5614,9/1/2022 0:00,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10003994,110,120,2,5,220,14,240
5615,6/28/2023 0:00,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,OFF-AR-10002399,20,20,5,2,100,-0.4,100
5616,3/16/2022 0:00,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Appliances,OFF-AP-10002118,900,1040,5,2,4500,679.2,5200
5617,2/9/2022 0:00,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,OFF-AR-10001954,20,30,6,4,120,58.8,180
5618,4/10/2022 0:00,Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Furniture,Furnishings,FUR-FU-10001591,20,20,2,5,40,-1,40
5619,6/28/2022 0:00,First Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,OFF-ST-10004186,400,440,4,4,1600,142.4,1760
5620,9/5/2022 0:00,Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Technology,Accessories,TEC-AC-10001908,430,500,5,3,2150,335,2500
5621,12/21/2023 0:00,Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Office Supplies,Art,OFF-AR-10000817,0,0,1,2,0,0,0
5622,12/10/2022 0:00,Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Furniture,Chairs,FUR-CH-10004218,180,200,2,5,360,30,400
5623,3/8/2023 0:00,Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Furniture,Furnishings,FUR-FU-10000755,60,70,11,3,660,107.9,770
5624,3/8/2023 0:00,Second Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Accessories,TEC-AC-10003063,90,100,4,4,360,36,400
5625,12/18/2022 0:00,Second Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Accessories,TEC-AC-10002637,310,360,2,2,620,92.8,720
5626,2/25/2023 0:00,Second Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Furnishings,FUR-FU-10001706,10,10,2,3,20,-0.3,20
5627,8/10/2023 0:00,Second Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Tables,FUR-TA-10002958,2120,2350,9,2,19080,2023,21150
5628,2/14/2023 0:00,Standard Class,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Labels,OFF-LA-10004689,10,10,6,4,60,-0.4,60
5629,9/5/2023 0:00,Standard Class,Corporate,United States,Miami,Florida,33180,South,Furniture,Chairs,FUR-CH-10001545,260,270,3,3,780,21.9,810
5630,8/1/2023 0:00,Second Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,FUR-TA-10002530,700,820,9,3,6300,1055.4,7380
5631,11/26/2022 0:00,Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Technology,Accessories,TEC-AC-10001432,200,230,3,5,600,78.5,690
5632,6/9/2022 0:00,Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Furniture,Tables,FUR-TA-10003715,1020,1260,6,3,6120,1402.2,7560
5633,10/27/2023 0:00,Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Binders,OFF-BI-10003291,20,20,2,5,40,-1,40
5634,5/9/2023 0:00,Second Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10004187,10,10,7,4,70,-0.4,70
5635,3/29/2023 0:00,First Class,Home Office,United States,Ann Arbor,Michigan,48104,Central,Office Supplies,Binders,OFF-BI-10000666,130,150,5,3,650,95.5,750
5636,9/6/2022 0:00,Standard Class,Home Office,United States,La Mesa,California,91941,West,Office Supplies,Binders,OFF-BI-10002225,70,80,5,5,350,46,400
5637,5/8/2022 0:00,Standard Class,Home Office,United States,La Mesa,California,91941,West,Technology,Accessories,TEC-AC-10000474,230,280,3,3,690,141.6,840
5638,12/25/2022 0:00,Standard Class,Corporate,United States,Dearborn,Michigan,48126,Central,Furniture,Furnishings,FUR-FU-10004245,60,60,3,5,180,-3,180
5639,12/23/2023 0:00,Standard Class,Consumer,United States,San Diego,California,92024,West,Furniture,Chairs,FUR-CH-10004287,1180,1330,6,5,7080,833.5,7980
5640,5/2/2022 0:00,Standard Class,Consumer,United States,San Diego,California,92024,West,Furniture,Chairs,FUR-CH-10000595,540,570,3,4,1620,67.2,1710
5641,11/28/2022 0:00,Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Paper,OFF-PA-10003063,30,30,9,2,270,-0.6,270
5642,11/2/2023 0:00,First Class,Home Office,United States,Meriden,Connecticut,6450,East,Office Supplies,Art,OFF-AR-10000246,10,10,4,5,40,-0.5,40
5643,5/19/2022 0:00,Second Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,FUR-FU-10003274,10,10,4,2,40,-0.2,40
5644,8/10/2023 0:00,Second Class,Corporate,United States,Roswell,Georgia,30076,South,Office Supplies,Envelopes,OFF-EN-10004147,20,20,3,4,60,-0.8,60
5645,2/17/2022 0:00,First Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10002103,20,30,5,5,100,48.5,150
5646,9/29/2023 0:00,Standard Class,Corporate,United States,Morristown,New Jersey,7960,East,Furniture,Furnishings,FUR-FU-10004018,60,70,5,5,300,46.5,350
5647,8/25/2023 0:00,Standard Class,Corporate,United States,Alexandria,Virginia,22304,South,Furniture,Furnishings,FUR-FU-10001473,170,190,14,2,2380,276.2,2660
5648,5/22/2023 0:00,Standard Class,Consumer,United States,Salt Lake City,Utah,84106,West,Office Supplies,Paper,OFF-PA-10001800,20,20,3,5,60,-1,60
5649,3/21/2023 0:00,Second Class,Corporate,United States,Apple Valley,California,92307,West,Office Supplies,Paper,OFF-PA-10004609,30,30,5,3,150,-0.9,150
5650,3/25/2023 0:00,Second Class,Corporate,United States,Apple Valley,California,92307,West,Office Supplies,Envelopes,OFF-EN-10002592,50,60,5,5,250,47,300
5651,7/29/2023 0:00,Second Class,Corporate,United States,Apple Valley,California,92307,West,Office Supplies,Storage,OFF-ST-10002957,10,10,2,5,20,-0.5,20
5652,1/18/2022 0:00,Second Class,Corporate,United States,Apple Valley,California,92307,West,Furniture,Bookcases,FUR-BO-10002613,1070,1190,5,2,5350,576.2,5950
5653,6/23/2023 0:00,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10001033,40,40,1,3,40,-1.2,40
5654,5/1/2023 0:00,Standard Class,Corporate,United States,Long Beach,California,90805,West,Office Supplies,Art,OFF-AR-10000940,0,0,1,5,0,0,0
5655,6/22/2023 0:00,First Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Binders,OFF-BI-10001670,40,50,4,5,160,37.5,200
5656,2/9/2023 0:00,First Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Art,OFF-AR-10004078,20,20,4,5,80,-1,80
5657,7/31/2023 0:00,First Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Paper,OFF-PA-10003036,10,10,2,4,20,-0.4,20
5658,9/7/2022 0:00,First Class,Home Office,United States,Salem,Oregon,97301,West,Technology,Accessories,TEC-AC-10000991,90,110,3,2,270,57.8,330
5659,4/13/2023 0:00,First Class,Home Office,United States,Salem,Oregon,97301,West,Furniture,Tables,FUR-TA-10002530,310,380,5,3,1550,338.6,1900
5660,9/28/2023 0:00,First Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Labels,OFF-LA-10000407,20,20,4,4,80,-0.8,80
5661,2/11/2022 0:00,First Class,Home Office,United States,Salem,Oregon,97301,West,Technology,Phones,TEC-PH-10004833,30,30,3,5,90,-1.5,90
5662,5/30/2022 0:00,Standard Class,Home Office,United States,Aurora,Colorado,80013,West,Furniture,Furnishings,FUR-FU-10002671,20,20,2,3,40,-0.6,40
5663,5/23/2022 0:00,Standard Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Storage,OFF-ST-10001370,460,510,9,4,4140,429.6,4590
5664,12/26/2022 0:00,Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Art,OFF-AR-10000914,20,20,2,4,40,-0.8,40
5665,2/25/2022 0:00,Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Binders,OFF-BI-10001116,10,10,7,4,70,-0.4,70
5666,10/7/2023 0:00,Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Storage,OFF-ST-10002276,60,70,1,2,60,8.6,70
5667,10/20/2022 0:00,Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Storage,OFF-ST-10004340,80,100,2,2,160,38,200
5668,6/3/2022 0:00,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,OFF-LA-10004093,10,10,2,2,20,-0.2,20
5669,11/4/2023 0:00,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,OFF-BI-10004728,50,50,14,3,700,-1.5,700
5670,5/23/2022 0:00,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,TEC-AC-10003095,330,390,3,4,990,164.4,1170
5671,10/16/2023 0:00,Second Class,Consumer,United States,Pocatello,Idaho,83201,West,Furniture,Furnishings,FUR-FU-10003192,310,360,4,2,1240,192.8,1440
5672,8/10/2022 0:00,Second Class,Consumer,United States,Pocatello,Idaho,83201,West,Technology,Phones,TEC-PH-10004522,120,140,3,2,360,57.2,420
5673,6/6/2022 0:00,Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Envelopes,OFF-EN-10003068,20,20,2,4,40,-0.8,40
5674,3/9/2023 0:00,Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,OFF-PA-10001204,10,10,2,4,20,-0.4,20
5675,4/15/2022 0:00,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10003953,10,10,2,5,20,-0.5,20
5676,12/15/2023 0:00,Standard Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Phones,TEC-PH-10001552,50,60,6,5,300,57,360
5677,11/5/2022 0:00,Standard Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories,TEC-AC-10004877,30,30,4,4,120,-1.2,120
5678,4/27/2022 0:00,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,FUR-FU-10000193,40,40,3,4,120,-1.6,120
5679,3/21/2023 0:00,Standard Class,Home Office,United States,Holland,Michigan,49423,Central,Office Supplies,Fasteners,OFF-FA-10000735,20,20,7,2,140,-0.4,140
5680,9/2/2023 0:00,Standard Class,Home Office,United States,Holland,Michigan,49423,Central,Office Supplies,Paper,OFF-PA-10002120,90,110,2,4,180,35.6,220
5681,10/21/2022 0:00,Standard Class,Consumer,United States,Broken Arrow,Oklahoma,74012,Central,Office Supplies,Binders,OFF-BI-10001249,10,10,1,3,10,-0.3,10
5682,2/10/2023 0:00,Standard Class,Consumer,United States,Broken Arrow,Oklahoma,74012,Central,Office Supplies,Paper,OFF-PA-10001569,10,10,1,5,10,-0.5,10
5683,4/30/2022 0:00,Standard Class,Consumer,United States,Athens,Georgia,30605,South,Office Supplies,Paper,OFF-PA-10004248,20,20,3,4,60,-0.8,60
5684,6/9/2022 0:00,Standard Class,Consumer,United States,Athens,Georgia,30605,South,Technology,Phones,TEC-PH-10001128,1000,1050,7,3,7000,318.5,7350
5685,7/11/2022 0:00,Standard Class,Consumer,United States,Athens,Georgia,30605,South,Office Supplies,Appliances,OFF-AP-10003842,140,150,5,4,700,44,750
5686,2/15/2023 0:00,Same Day,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10002794,100,100,3,3,300,-3,300
5687,6/22/2022 0:00,Same Day,Consumer,United States,Apopka,Florida,32712,South,Office Supplies,Fasteners,OFF-FA-10000621,10,10,5,4,50,-0.4,50
5688,6/4/2023 0:00,Same Day,Consumer,United States,Apopka,Florida,32712,South,Furniture,Furnishings,FUR-FU-10003623,110,130,6,3,660,116.1,780
5689,8/17/2022 0:00,Same Day,Consumer,United States,Apopka,Florida,32712,South,Office Supplies,Envelopes,OFF-EN-10000781,50,50,7,3,350,-1.5,350
5690,11/25/2023 0:00,Standard Class,Home Office,United States,Houston,Texas,77070,Central,Furniture,Chairs,FUR-CH-10002044,240,280,3,5,720,106,840
5691,1/15/2022 0:00,Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,OFF-AR-10000817,30,30,9,4,270,-1.2,270
5692,10/13/2022 0:00,Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Paper,OFF-PA-10001509,40,40,5,3,200,-1.2,200
5693,4/14/2022 0:00,Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Technology,Phones,TEC-PH-10004667,120,130,1,4,120,4.8,130
5694,1/22/2022 0:00,Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Paper,OFF-PA-10000143,30,30,5,4,150,-1.2,150
5695,9/3/2022 0:00,Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Furniture,Chairs,FUR-CH-10000785,500,540,3,2,1500,109.2,1620
5696,3/13/2022 0:00,Second Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Tables,FUR-TA-10001676,60,70,2,3,120,17.9,140
5697,8/28/2022 0:00,Standard Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,OFF-BI-10000309,30,30,9,4,270,-1.2,270
5698,8/22/2022 0:00,Standard Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,OFF-BI-10004224,10,10,1,5,10,-0.5,10
5699,3/9/2022 0:00,Same Day,Consumer,United States,Laredo,Texas,78041,Central,Office Supplies,Labels,OFF-LA-10002312,10,10,1,3,10,-0.3,10
5700,8/4/2023 0:00,Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,OFF-PA-10003022,30,40,6,5,180,58,240
5701,1/22/2023 0:00,First Class,Home Office,United States,Cleveland,Ohio,44105,East,Office Supplies,Envelopes,OFF-EN-10001532,30,40,3,5,90,28,120
5702,4/4/2023 0:00,First Class,Home Office,United States,Cleveland,Ohio,44105,East,Technology,Accessories,TEC-AC-10004855,120,140,5,5,600,93,700
5703,1/18/2022 0:00,Standard Class,Consumer,United States,Marion,Ohio,43302,East,Office Supplies,Art,OFF-AR-10003829,0,0,1,3,0,0,0
5704,8/13/2022 0:00,Standard Class,Consumer,United States,Marion,Ohio,43302,East,Furniture,Tables,FUR-TA-10002645,120,140,1,4,120,14.4,140
5705,4/27/2023 0:00,Standard Class,Consumer,United States,Marion,Ohio,43302,East,Technology,Accessories,TEC-AC-10003033,210,260,1,2,210,44.8,260
5706,10/23/2022 0:00,Standard Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Supplies,OFF-SU-10002522,10,10,3,4,30,-0.4,30
5707,4/20/2022 0:00,Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10004828,40,40,3,4,120,-1.6,120
5708,4/26/2022 0:00,Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,FUR-FU-10001095,60,80,3,4,180,56.8,240
5709,11/28/2023 0:00,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Supplies,OFF-SU-10000157,290,360,3,5,870,192,1080
5710,3/16/2022 0:00,Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,FUR-CH-10002647,110,130,2,2,220,37.4,260
5711,6/22/2023 0:00,Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Copiers,TEC-CO-10004115,2270,2800,7,4,15890,3598,19600
5712,1/2/2022 0:00,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10003363,20,20,3,4,60,-0.8,60
5713,1/23/2023 0:00,Same Day,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,TEC-PH-10003092,30,40,1,5,30,8,40
